label	message	length	message_clean_tokens	message_clean
1	Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA	74	['kit', 'strip', 'bill', 'netcollex', 'ltd', 'box', 'oja']	kit strip bill netcollex ltd box oja
1	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com	155	['hmv', 'bonus', 'special', 'pound', 'genuin', 'hmv', 'voucher', 'answer', 'easi', 'question', 'play', 'send', 'hmv', 'info']	hmv bonus special pound genuin hmv voucher answer easi question play send hmv info
1	Please CALL 08712402578 immediately as there is an urgent message waiting for you	81	['pleas', 'call', 'immedi', 'urgent', 'messag', 'wait']	pleas call immedi urgent messag wait
1	thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???	138	['thesmszonecom', 'let', 'send', 'free', 'anonym', 'mask', 'messagesim', 'send', 'messag', 'theredo', 'see', 'potenti', 'abus']	thesmszonecom let send free anonym mask messagesim send messag theredo see potenti abus
1	WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins	162	['well', 'done', 'costa', 'sol', 'holiday', 'å£', 'await', 'collect', 'call', 'toclaim', 'sae', 'tcs', 'stockport', 'costå£']	well done costa sol holiday å£ await collect call toclaim sae tcs stockport costå£
0	Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL	153	['hurt', 'teas', 'make', 'cri', 'life', 'plz', 'keep', 'rose', 'grave', 'say', 'stupid', 'miss', 'nice', 'day', 'bslvyl']	hurt teas make cri life plz keep rose grave say stupid miss nice day bslvyl
0	Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.	104	['erm', 'woodland', 'avenu', 'somewher', 'get', 'parish', 'magazin', 'telephon', 'number']	erm woodland avenu somewher get parish magazin telephon number
0	Are there TA jobs available? Let me know please cos i really need to start working	82	['job', 'avail', 'let', 'know', 'pleas', 'cos', 'realli', 'need', 'start', 'work']	job avail let know pleas cos realli need start work
0	Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.	74	['aiyar', 'hard', 'type', 'later', 'free', 'tell', 'call', 'scold', 'tell']	aiyar hard type later free tell call scold tell
0	Yup i'm free...	15	['yup', 'free']	yup free
0	Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?	77	['good', 'good', 'billi', 'mate', 'gone', 'jog', 'enjoy', 'concert']	good good billi mate gone jog enjoy concert
0	Yo come over carlos will be here soon	37	['carlo', 'soon']	carlo soon
0	Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.	129	['awww', 'sweet', 'think', 'someth', 'nice', 'time', 'tonight', 'probabl', 'txt', 'later', 'cos', 'lone', 'xxx']	awww sweet think someth nice time tonight probabl txt later cos lone xxx
0	I guess it is useless calling u 4 something important.	54	['guess', 'useless', 'call', 'someth', 'import']	guess useless call someth import
0	Ha ha - had popped down to the loo when you hello-ed me. Hello!	63	['pop', 'loo', 'hello', 'hello']	pop loo hello hello
0	He dint tell anything. He is angry on me that why you told to abi.	66	['dint', 'tell', 'anyth', 'angri', 'told', 'abi']	dint tell anyth angri told abi
1	Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU	134	['someon', 'know', 'ask', 'date', 'servic', 'contact', 'cant', 'guess', 'call', 'reveal']	someon know ask date servic contact cant guess call reveal
0	It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.	329	['happen', 'r', 'get', 'medic', 'insur', 'shell', 'abl', 'deliv', 'basic', 'current', 'shop', 'right', 'medic', 'insur', 'give', 'friday', 'morn', 'that', 'see', 'major', 'person', 'guid', 'right', 'insur']	happen r get medic insur shell abl deliv basic current shop right medic insur give friday morn that see major person guid right insur
0	I keep ten rs in my shelf:) buy two egg.	40	['keep', 'ten', 'rs', 'shelf', 'buy', 'two', 'egg']	keep ten rs shelf buy two egg
0	I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?	86	['wasnt', 'well', 'babe', 'swollen', 'gland', 'throat']	wasnt well babe swollen gland throat
0	Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.	82	['ur', 'chang', 'report', 'big', 'cos', 'ive', 'alreadi', 'made', 'chang', 'previous', 'report']	ur chang report big cos ive alreadi made chang previous report
0	Captain is in our room:)	24	['captain', 'room']	captain room
0	I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.	111	['cant', 'speak', 'bcaz', 'mobil', 'problem', 'listen', 'cannt', 'listen', 'voic', 'call', 'later']	cant speak bcaz mobil problem listen cannt listen voic call later
0	HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 	156	['hiya', 'stu', 'wot', 'much', 'trubl', 'home', 'moment', 'evon', 'hate', 'even', 'wot', 'hell', 'done', 'wont', 'tell', 'text', 'bck', 'pleas', 'luv']	hiya stu wot much trubl home moment evon hate even wot hell done wont tell text bck pleas luv
0	S...i will take mokka players only:)	36	['mokka', 'player']	mokka player
0	Are you still playing with gautham?	35	['still', 'play', 'gautham']	still play gautham
0	Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 	112	['hey', 'mr', 'go', 'view', 'coupl', 'gay', 'mean', 'game', 'give', 'bell', 'finish']	hey mr go view coupl gay mean game give bell finish
0	K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;	72	['jason', 'say', 'hes', 'gon', 'around', 'around', 'ltgt']	jason say hes gon around around ltgt
0	Sorry . I will be able to get to you. See you in the morning.	61	['sorri', 'abl', 'get', 'see', 'morn']	sorri abl get see morn
0	Aight well keep me informed	27	['aight', 'well', 'keep', 'inform']	aight well keep inform
0	I am not having her number sir	30	['number', 'sir']	number sir
0	Am only searching for good dual sim mobile pa.	46	['search', 'good', 'dual', 'sim', 'mobil']	search good dual sim mobil
0	That seems unnecessarily hostile	32	['seem', 'unnecessarili', 'hostil']	seem unnecessarili hostil
0	Dude got a haircut. Now its breezy up there	43	['dude', 'got', 'haircut', 'breezi']	dude got haircut breezi
1	Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm	161	['congrat', 'mobil', 'videophon', 'r', 'call', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyh', 'music', 'nolin', 'rentl']	congrat mobil videophon r call videochat wid ur mate play java game dload polyh music nolin rentl
0	1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)	154	['doctor', 'leafdayno', 'cancer', 'fat', 'milkdayno', 'bone', 'problm', 'litr', 'watrdayno', 'diseas', 'snd', 'ths']	doctor leafdayno cancer fat milkdayno bone problm litr watrdayno diseas snd ths
0	i thought we were doing a king of the hill thing there.	55	['thought', 'king', 'hill', 'thing']	thought king hill thing
0	Nope i'll come online now..	27	['nope', 'onlin']	nope onlin
0	ALSO TELL HIM I SAID HAPPY BIRTHDAY	35	['tell', 'said', 'happi', 'birthday']	tell said happi birthday
0	Y bishan lei... I tot Ì_ say lavender? 	39	['bishan', 'ì', 'say', 'lavend']	bishan ì say lavend
0	Boo what time u get out? U were supposed to take me shopping today. :(	70	['boo', 'time', 'get', 'suppos', 'shop', 'today']	boo time get suppos shop today
0	Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?	115	['sound', 'like', 'manki', 'scous', 'boy', 'stevelik', 'travel', 'bus', 'homewot', 'inmind', 'recreat', 'dis', 'eve']	sound like manki scous boy stevelik travel bus homewot inmind recreat dis eve
0	Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min	68	['fyi', 'take', 'quick', 'shower', 'epsilon', 'like', 'ltgt']	fyi take quick shower epsilon like ltgt
0	on a Tuesday night r u 4 real	29	['tuesday', 'night', 'r', 'real']	tuesday night r real
0	Yes when is the appt again?	27	['yes', 'appt']	yes appt
0	Just got outta class gonna go gym.	34	['got', 'outta', 'class', 'gon', 'go', 'gym']	got outta class gon go gym
0	I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts	66	['sent', 'ltgt', 'mesag', 'today', 'that', 'sorri', 'hurt']	sent ltgt mesag today that sorri hurt
0	ÌÏ all write or wat..	21	['ìï', 'write']	ìï write
0	Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!	139	['wouldnt', 'say', 'didnt', 'read', 'anyth', 'way', 'seem', 'dont', 'like', 'judgementali', 'save', 'friday', 'pub']	wouldnt say didnt read anyth way seem dont like judgementali save friday pub
0	Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?	150	['valentin', 'game', 'send', 'dis', 'msg', 'ur', 'friend', 'answer', 'r', 'someon', 'realli', 'love', 'que', 'colour', 'suit', 'best']	valentin game send dis msg ur friend answer r someon realli love que colour suit best
0	Hi:)did you asked to waheeda fathima about leave?	49	['hidid', 'ask', 'waheeda', 'fathima', 'leav']	hidid ask waheeda fathima leav
0	Enjoy urself tmr...	19	['enjoy', 'urself', 'tmr']	enjoy urself tmr
0	You still around? I could use a half-8th	40	['still', 'around', 'could', 'use']	still around could use
1	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597	145	['secret', 'admir', 'look', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcal']	secret admir look make contact ufind rreveal think ur specialcal
0	You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days	113	['give', 'us', 'back', 'id', 'proof', 'ltgt', 'rs', 'wont', 'allow', 'work', 'home', 'within', 'day']	give us back id proof ltgt rs wont allow work home within day
0	ÌÏ bot notes oredi... Cos i juz rem i got...	44	['ìï', 'bot', 'note', 'oredi', 'cos', 'juz', 'rem', 'got']	ìï bot note oredi cos juz rem got
0	Yes. Rent is very expensive so its the way we save.	51	['yes', 'rent', 'expens', 'way', 'save']	yes rent expens way save
0	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng	156	['night', 'end', 'anoth', 'day', 'morn', 'special', 'way', 'may', 'smile', 'like', 'sunni', 'ray', 'leav', 'worri', 'blue', 'blue', 'bay', 'gud', 'mrng']	night end anoth day morn special way may smile like sunni ray leav worri blue blue bay gud mrng
0	Hows the pain dear?y r u smiling?	33	['how', 'pain', 'deari', 'r', 'smile']	how pain deari r smile
0	Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits	157	['fun', 'fact', 'although', 'would', 'think', 'armand', 'would', 'eventu', 'build', 'toler', 'shit', 'consid', 'much', 'smoke', 'get', 'fuck', 'like', 'hit']	fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit
1	important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!	163	['import', 'inform', 'orang', 'user', 'today', 'lucki', 'log', 'onto', 'there', 'fantast', 'surpris', 'await']	import inform orang user today lucki log onto there fantast surpris await
0	Sorry, I can't help you on this.	32	['sorri', 'cant', 'help']	sorri cant help
0	Great. So should i send you my account number.	46	['great', 'send', 'account', 'number']	great send account number
0	HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ	142	['hellogorg', 'how', 'fone', 'charg', 'lst', 'nitw', 'wen', 'texd', 'hopeu', 'nice', 'wkend', 'sure', 'lookin', 'cin', 'luv']	hellogorg how fone charg lst nitw wen texd hopeu nice wkend sure lookin cin luv
1	Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p	126	['date', 'servic', 'ask', 'contact', 'someon', 'shi', 'call', 'reveal']	date servic ask contact someon shi call reveal
0	ÌÏ only send me the contents page...	36	['ìï', 'send', 'content', 'page']	ìï send content page
0	Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! 	117	['night', 'sweet', 'sleep', 'well', 'ive', 'see', 'exorc', 'emili', 'rose', 'may', 'never', 'sleep', 'hug', 'snog']	night sweet sleep well ive see exorc emili rose may never sleep hug snog
0	"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""	94	['dont', 'think', 'got', 'think', 'use', 'got', 'good']	dont think got think use got good
0	I can't right this second, gotta hit people up first	52	['cant', 'right', 'second', 'got', 'hit', 'peopl', 'first']	cant right second got hit peopl first
0	Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)	180	['evri', 'emot', 'dsnt', 'hav', 'wordsevri', 'wish', 'dsnt', 'hav', 'prayr', 'smile', 'world', 'wit', 'uothrwis', 'even', 'drop', 'tear', 'dsnt', 'lik', 'stay', 'wit', 'uso', 'b', 'happi', 'good', 'morn', 'keep', 'smile']	evri emot dsnt hav wordsevri wish dsnt hav prayr smile world wit uothrwis even drop tear dsnt lik stay wit uso b happi good morn keep smile
0	So what about you. What do you remember	39	['rememb']	rememb
0	Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.	87	['ujhhhhhhh', 'comput', 'ship', 'address', 'sandiago', 'parantella', 'lane', 'wtf', 'poop']	ujhhhhhhh comput ship address sandiago parantella lane wtf poop
0	Mm yes dear look how i am hugging you both. :-P	47	['mm', 'yes', 'dear', 'look', 'hug', 'p']	mm yes dear look hug p
0	I like dis sweater fr mango but no more my size already so irritating.	70	['like', 'dis', 'sweater', 'fr', 'mango', 'size', 'alreadi', 'irrit']	like dis sweater fr mango size alreadi irrit
0	1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible	121	['dont', 'number', 'gon', 'massiv', 'pain', 'ass', 'id', 'rather', 'get', 'involv', 'that', 'possibl']	dont number gon massiv pain ass id rather get involv that possibl
0	Anytime lor...	14	['anytim']	anytim
1	Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM	135	['new', 'video', 'handset', 'time', 'network', 'min', 'unlimit', 'text', 'camcord', 'repli', 'call', 'sat']	new video handset time network min unlimit text camcord repli call sat
0	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng	142	['puriti', 'friendship', 'two', 'smile', 'read', 'forward', 'messageit', 'smile', 'see', 'gud', 'evng']	puriti friendship two smile read forward messageit smile see gud evng
1	Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!	133	['ur', 'balanc', 'å£', 'next', 'question', 'complet', 'landmark', 'big', 'bob', 'b', 'barri', 'text', 'b', 'good', 'luck']	ur balanc å£ next question complet landmark big bob b barri text b good luck
0	Me fine..absolutly fine	23	['fineabsolut', 'fine']	fineabsolut fine
0	K and you're sure I don't have to have consent forms to do it :V	64	['your', 'sure', 'dont', 'consent', 'form']	your sure dont consent form
1	Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*	146	['ur', 'tonex', 'subscript', 'renew', 'charg', 'å£', 'choos', 'poli', 'month', 'bill', 'msg']	ur tonex subscript renew charg å£ choos poli month bill msg
1	If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy	144	['dont', 'prize', 'go', 'anoth', 'custom', 'tc', 'polo', 'ltd', 'suit', 'london', 'pleas', 'call', 'back', 'busi']	dont prize go anoth custom tc polo ltd suit london pleas call back busi
0	How much is torch in 9ja.	25	['much', 'torch']	much torch
0	Doing nothing, then u not having dinner w us?	45	['noth', 'dinner', 'w', 'us']	noth dinner w us
0	How are you. Just checking up on you	36	['check']	check
0	Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.	101	['done', 'internet', 'connect', 'slow', 'can\x89û÷t', 'send', 'tri', 'later', 'first', 'thing', 'tomo']	done internet connect slow canû÷t send tri later first thing tomo
0	Mathews or tait or edwards or anderson	38	['mathew', 'tait', 'edward', 'anderson']	mathew tait edward anderson
0	yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke	142	['yeah', 'sure', 'thing', 'mate', 'haunt', 'got', 'stuff', 'sort', 'go', 'sound', 'anyway', 'promot', 'hex', 'way', 'dont', 'know', 'number', 'joke']	yeah sure thing mate haunt got stuff sort go sound anyway promot hex way dont know number joke
0	No need lar i go engin? Cos my sis at arts today...	51	['need', 'lar', 'go', 'engin', 'cos', 'sis', 'art', 'today']	need lar go engin cos sis art today
0	Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!	163	['thank', 'honey', 'still', 'havent', 'heard', 'anyth', 'leav', 'bit', 'longer', 'crowd', 'tri', 'later', 'great', 'advic', 'thank', 'hope', 'cardiff', 'still']	thank honey still havent heard anyth leav bit longer crowd tri later great advic thank hope cardiff still
1	Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705	156	['new', 'nokia', 'colour', 'phone', 'deliv', 'tomorrow', 'free', 'minut', 'mobil', 'free', 'text', 'free', 'camcord', 'repli', 'call']	new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call
0	, im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, 	146	['snowboard', 'trip', 'wonder', 'plan', 'get', 'everyon', 'togeth', 'befor', 'goa', 'meet', 'greet', 'kind', 'affair', 'cheer']	snowboard trip wonder plan get everyon togeth befor goa meet greet kind affair cheer
0	S.i'm watching it in live..	27	['sim', 'watch', 'live']	sim watch live
0	see you then, we're all christmassy here!	41	['see', 'christmassi']	see christmassi
0	K I'm ready,  &lt;#&gt; ?	25	['readi', 'ltgt']	readi ltgt
0	Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!	151	['know', 'god', 'creat', 'gap', 'finger', 'made', 'come', 'amp', 'fill', 'gap', 'hold', 'hand', 'love']	know god creat gap finger made come amp fill gap hold hand love
0	The greatest test of courage on earth is to bear defeat without losing heart....gn tc	85	['greatest', 'test', 'courag', 'earth', 'bear', 'defeat', 'without', 'lose', 'heartgn', 'tc']	greatest test courag earth bear defeat without lose heartgn tc
0	what are your new years plans?	30	['new', 'year', 'plan']	new year plan
1	RECPT 1/3. You have ordered a Ringtone. Your order is being processed...	72	['recpt', 'order', 'rington', 'order', 'process']	recpt order rington order process
0	Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!	60	['baaaaaaaab', 'wake', 'miss', 'crave', 'need']	baaaaaaaab wake miss crave need
0	Only just got this message, not ignoring you. Yes, i was. Shopping that is	74	['got', 'messag', 'ignor', 'yes', 'shop']	got messag ignor yes shop
0	Dear :-/ why you mood off. I cant drive so i brother to drive	61	['dear', 'mood', 'cant', 'drive', 'brother', 'drive']	dear mood cant drive brother drive
0	When did dad get back.	22	['dad', 'get', 'back']	dad get back
0	Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.	408	['tell', 'shola', 'pleas', 'go', 'colleg', 'medicin', 'visit', 'academ', 'depart', 'tell', 'academ', 'secretari', 'current', 'situat', 'ask', 'transfer', 'ask', 'someon', 'check', 'sagamu', 'thing', 'lautech', 'vital', 'complet', 'medic', 'educ', 'nigeria', 'less', 'expens', 'much', 'less', 'expens', 'unless', 'get', 'citizen', 'rate', 'new', 'zealand']	tell shola pleas go colleg medicin visit academ depart tell academ secretari current situat ask transfer ask someon check sagamu thing lautech vital complet medic educ nigeria less expens much less expens unless get citizen rate new zealand
0	Yes just finished watching days of our lives. I love it.	56	['yes', 'finish', 'watch', 'day', 'live', 'love']	yes finish watch day live love
0	Juz go google n search 4 qet...	31	['juz', 'go', 'googl', 'search', 'qet']	juz go googl search qet
0	Many times we lose our best ones bcoz we are 	45	['mani', 'time', 'lose', 'best', 'one', 'bcoz']	mani time lose best one bcoz
0	Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8	138	['good', 'friend', 'close', 'friend', 'understand', 'true', 'friend', 'stay', 'forev', 'beyond', 'word', 'beyond', 'time', 'gud']	good friend close friend understand true friend stay forev beyond word beyond time gud
0	Just getting back home	22	['get', 'back', 'home']	get back home
0	Sorry, I'll call later  &lt;#&gt; mins	38	['sorri', 'call', 'later', 'ltgt', 'min']	sorri call later ltgt min
0	Dun need to use dial up juz open da browser n surf...	53	['dun', 'need', 'use', 'dial', 'juz', 'open', 'browser', 'surf']	dun need use dial juz open browser surf
1	As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP	132	['regist', 'subscrib', 'enter', 'draw', 'gb', 'gift', 'voucher', 'repli', 'enter', 'unsubscrib', 'text', 'stop']	regist subscrib enter draw gb gift voucher repli enter unsubscrib text stop
0	Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit	93	['awesom', 'plan', 'get', 'time', 'like', 'ltgt', 'text', 'detail', 'wee', 'bit']	awesom plan get time like ltgt text detail wee bit
0	Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.	283	['sleep', 'wellyou', 'need', 'learn', 'chang', 'lifeyou', 'need', 'get', 'convinc', 'thati', 'wait', 'convers', 'usget', 'convinc', 'timeyour', 'famili', 'mani', 'sensesrespect', 'overemphasiseor', 'role', 'life']	sleep wellyou need learn chang lifeyou need get convinc thati wait convers usget convinc timeyour famili mani sensesrespect overemphasiseor role life
1	"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\"""""	83	['chanc', 'win', 'free', 'bluetooth', 'headset', 'simpli', 'repli', 'back', 'adp']	chanc win free bluetooth headset simpli repli back adp
0	You also didnt get na hi hi hi hi hi	36	['didnt', 'get', 'hi', 'hi', 'hi', 'hi', 'hi']	didnt get hi hi hi hi hi
0	Ya but it cant display internal subs so i gotta extract them	60	['cant', 'display', 'intern', 'sub', 'got', 'extract']	cant display intern sub got extract
0	If i said anything wrong sorry de:-)	36	['said', 'anyth', 'wrong', 'sorri']	said anyth wrong sorri
0	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.	154	['sad', 'stori', 'last', 'week', 'bday', 'wife', 'didnt', 'wish', 'parent', 'forgot', 'kid', 'went', 'work', 'even', 'colleagu', 'wish']	sad stori last week bday wife didnt wish parent forgot kid went work even colleagu wish
0	How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.	103	['stupid', 'say', 'challeng', 'godyou', 'dont', 'think', 'write', 'instead', 'respond', 'im']	stupid say challeng godyou dont think write instead respond im
0	Yeah I should be able to, I'll text you when I'm ready to meet up	65	['yeah', 'abl', 'text', 'readi', 'meet']	yeah abl text readi meet
0	V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night	149	['skint', 'fanci', 'bevieswaz', 'gona', 'go', 'meet', 'othr', 'spoon', 'jst', 'watchng', 'planet', 'earthsofa', 'comfey', 'dont', 'make', 'hav', 'gd', 'night']	skint fanci bevieswaz gona go meet othr spoon jst watchng planet earthsofa comfey dont make hav gd night
0	 says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !	200	['say', 'hes', 'quit', 'day', 'wudnt', 'much', 'notic', 'didnt', 'mind', 'gon', 'see', 'taunton', 'tonight', 'tell']	say hes quit day wudnt much notic didnt mind gon see taunton tonight tell
0	When you get free, call me	26	['get', 'free', 'call']	get free call
0	How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_	124	['littl', 'darl', 'far', 'week', 'need', 'coffe', 'run', 'tomoc', 'believ', 'time', 'week', 'alreadi', '\x89û']	littl darl far week need coffe run tomoc believ time week alreadi û
0	Ok i msg u b4 i leave my house.	31	['ok', 'msg', 'leav', 'hous']	ok msg leav hous
0	Still at west coast... Haiz... ÌÏ'll take forever to come back...	65	['still', 'west', 'coast', 'haiz', 'ìïll', 'forev', 'back']	still west coast haiz ìïll forev back
0	MMM ... Fuck .... Merry Christmas to me	39	['mmm', 'fuck', 'merri', 'christma']	mmm fuck merri christma
0	alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...	83	['alright', 'thank', 'advic', 'enjoy', 'night', 'ima', 'tri', 'get', 'sleep']	alright thank advic enjoy night ima tri get sleep
0	Update your face book status frequently :)	42	['updat', 'book', 'status', 'frequent']	updat book status frequent
0	Just now saw your message.it k da:)	35	['saw', 'messageit']	saw messageit
0	Was it something u ate?	23	['someth', 'ate']	someth ate
0	So what did the bank say about the money?	41	['bank', 'say', 'money']	bank say money
0	Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...	72	['aiyar', 'dun', 'disturb', 'liao', 'thk', 'lot', 'aft', 'ur', 'cupboard']	aiyar dun disturb liao thk lot aft ur cupboard
0	Hey they r not watching movie tonight so i'll prob b home early...	66	['hey', 'r', 'watch', 'movi', 'tonight', 'prob', 'b', 'home', 'earli']	hey r watch movi tonight prob b home earli
0	Yar lor... How u noe? U used dat route too?	43	['yar', 'use', 'rout']	yar use rout
0	2mro i am not coming to gym machan. Goodnight.	46	['come', 'gym', 'machan', 'goodnight']	come gym machan goodnight
0	Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks	116	['dont', 'think', 'need', 'yellow', 'card', 'uk', 'travel', 'ask', 'someon', 'gone', 'ltgt', 'buck']	dont think need yellow card uk travel ask someon gone ltgt buck
0	Can u look 4 me in da lib i got stuff havent finish yet.	56	['look', 'lib', 'got', 'stuff', 'havent', 'finish', 'yet']	look lib got stuff havent finish yet
0	Sounds great! Im going to sleep now. Have a good night!	55	['sound', 'great', 'go', 'sleep', 'good', 'night']	sound great go sleep good night
1	Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324	137	['dont', 'b', 'floppi', 'b', 'snappi', 'happi', 'gay', 'chat', 'servic', 'photo', 'upload', 'call', 'stop', 'text', 'call']	dont b floppi b snappi happi gay chat servic photo upload call stop text call
